Hugo_Symbol,threshold,n_variants,n_predicted_artifact,artifact_fraction,median_rep_error_probability,mean_rep_error_probability
SLC7A8,0.75,3,2,0.6666666666666666,0.9683535,0.6663507016666667
SLC9B1,0.75,3,2,0.6666666666666666,0.77427703,0.8300375433333333
SMARCA5,0.75,3,2,0.6666666666666666,0.978966,0.8387498433333334
SMARCC1,0.75,3,2,0.6666666666666666,0.9244935,0.6386594597298333
SMARCC2,0.75,3,2,0.6666666666666666,0.95553875,0.8784719633333333
SMOC1,0.75,3,2,0.6666666666666666,0.97858995,0.7505468233333333
SMR3A,0.75,3,2,0.6666666666666666,0.98991054,0.665049244
SMYD2,0.75,3,2,0.6666666666666666,0.8826518,0.69764128
SNRK,0.75,3,2,0.6666666666666666,0.7964533,0.8001432633333333
SNX29,0.75,3,2,0.6666666666666666,0.98803353,0.6598133951684334
SOWAHB,0.75,3,2,0.6666666666666666,0.9632143,0.7898038333333334
SOX6,0.75,3,2,0.6666666666666666,0.99137574,0.660938713742026
SPAG1,0.75,3,2,0.6666666666666666,0.9912981,0.8299480566666667
SPANXB1,0.75,3,2,0.6666666666666666,0.96534824,0.8666939466666665
SPATS2L,0.75,3,2,0.6666666666666666,0.96621656,0.67638775
SPINT2,0.75,3,2,0.6666666666666666,0.9895244,0.6603977077
SRP72,0.75,3,2,0.6666666666666666,0.849621,0.6309383066666666
SSH1,0.75,3,2,0.6666666666666666,0.9605547,0.7434721400000001
SSTR3,0.75,3,2,0.6666666666666666,0.99126136,0.6813669786666666
SSX1,0.75,3,2,0.6666666666666666,0.86286795,0.5907755300002001
SSX6P,0.75,3,2,0.6666666666666666,0.97277033,0.654731333360198
ST3GAL1,0.75,3,2,0.6666666666666666,0.9803638,0.6992900933333334
STAM2,0.75,3,2,0.6666666666666666,0.98949695,0.6612110878666667
STAU1,0.75,3,2,0.6666666666666666,0.8864273,0.7073872566666667
STK40,0.75,3,2,0.6666666666666666,0.9901663,0.7437858
STON1,0.75,3,2,0.6666666666666666,0.8610426,0.6128579888
STON1-GTF2A1L,0.75,3,2,0.6666666666666666,0.9692908,0.8731977566666668
STS,0.75,3,2,0.6666666666666666,0.8067222,0.579264314085
STX2,0.75,3,2,0.6666666666666666,0.83809227,0.8348778033333334
STX3,0.75,3,2,0.6666666666666666,0.9908965,0.8660298700000001
SUCLA2,0.75,3,2,0.6666666666666666,0.9864494,0.74281949
SULT1C3,0.75,3,2,0.6666666666666666,0.9429259,0.8522422833333333
SULT2B1,0.75,3,2,0.6666666666666666,0.9658759,0.6522129343873169
SUPT16H,0.75,3,2,0.6666666666666666,0.83284366,0.68834871
SURF4,0.75,3,2,0.6666666666666666,0.9703968,0.89560358
SWT1,0.75,3,2,0.6666666666666666,0.90271235,0.79225325
SYNGR4,0.75,3,2,0.6666666666666666,0.99141556,0.7497687866666666
SYT10,0.75,3,2,0.6666666666666666,0.9913624,0.7046638866666667
SYT11,0.75,3,2,0.6666666666666666,0.9750371,0.7572865766666667
TADA2A,0.75,3,2,0.6666666666666666,0.9782,0.6864716133333334
TAGLN2,0.75,3,2,0.6666666666666666,0.98426706,0.72870778
TAL1,0.75,3,2,0.6666666666666666,0.9837204,0.6748450366666666
TAP1,0.75,3,2,0.6666666666666666,0.84355605,0.5960126671083333
TAS2R60,0.75,3,2,0.6666666666666666,0.98789006,0.6788743300000001
TBC1D3F,0.75,3,2,0.6666666666666666,0.98920804,0.8235807966666666
TBL3,0.75,3,2,0.6666666666666666,0.86730415,0.7259909633333334
TBXA2R,0.75,3,2,0.6666666666666666,0.9767419,0.7986122833333335
TDRD10,0.75,3,2,0.6666666666666666,0.88479596,0.66528198
TECR,0.75,3,2,0.6666666666666666,0.8544736,0.6345768686666667
TEKT1,0.75,3,2,0.6666666666666666,0.97131574,0.7017742266666667
TENT4A,0.75,3,2,0.6666666666666666,0.99139094,0.8398988800000001
TESPA1,0.75,3,2,0.6666666666666666,0.79588026,0.6168783433333332
TFCP2,0.75,3,2,0.6666666666666666,0.9437633,0.8687996533333333
TGM6,0.75,3,2,0.6666666666666666,0.8826502,0.6258032952333333
TGM7,0.75,3,2,0.6666666666666666,0.8939512,0.6270682542402167
THEM5,0.75,3,2,0.6666666666666666,0.8854308,0.6617572013333334
TICAM1,0.75,3,2,0.6666666666666666,0.98541313,0.7646216133333333
TIMELESS,0.75,3,2,0.6666666666666666,0.9767045,0.69749821
TM4SF5,0.75,3,2,0.6666666666666666,0.98975956,0.7503117066666666
TMBIM6,0.75,3,2,0.6666666666666666,0.9913031,0.6635524030000001
TMEFF2,0.75,3,2,0.6666666666666666,0.9886413,0.6599726889550493
TMEM102,0.75,3,2,0.6666666666666666,0.8654341,0.66859219
TMEM150A,0.75,3,2,0.6666666666666666,0.9860286,0.6576854922853933
TMEM156,0.75,3,2,0.6666666666666666,0.85687846,0.6064098824422667
TMEM245,0.75,3,2,0.6666666666666666,0.81792367,0.5874245451
TMEM63A,0.75,3,2,0.6666666666666666,0.981415,0.6561888349776667
TMEM63B,0.75,3,2,0.6666666666666666,0.77535367,0.6066772433333333
TMOD3,0.75,3,2,0.6666666666666666,0.79446083,0.6555738433333334
TMPO,0.75,3,2,0.6666666666666666,0.98649746,0.8023738466666668
TNFRSF21,0.75,3,2,0.6666666666666666,0.8305744,0.6070992050666667
TNKS,0.75,3,2,0.6666666666666666,0.97435534,0.8197449966666667
TNNI1,0.75,3,2,0.6666666666666666,0.9779684,0.6550917433381792
TNNI3K,0.75,3,2,0.6666666666666666,0.98947716,0.7230587700000001
TOPORS,0.75,3,2,0.6666666666666666,0.9904393,0.7168202933333334
TOR3A,0.75,3,2,0.6666666666666666,0.9728035,0.6543697296400001
TPM1,0.75,3,2,0.6666666666666666,0.86818945,0.7763871733333333
TPP1,0.75,3,2,0.6666666666666666,0.9896735,0.7065499866666666
TRAF3IP2,0.75,3,2,0.6666666666666666,0.8976493,0.636192276
TRAF3IP3,0.75,3,2,0.6666666666666666,0.986741,0.7208932333333333
TRAM1,0.75,3,2,0.6666666666666666,0.8309006,0.6053427527046333
TRAP1,0.75,3,2,0.6666666666666666,0.9398874,0.6935160633333334
TRAPPC5,0.75,3,2,0.6666666666666666,0.8352956,0.5673214603253807
TRAV20,0.75,3,2,0.6666666666666666,0.8630836,0.7992123366666667
TRBV20-1,0.75,3,2,0.6666666666666666,0.9518843,0.71119115
TRDN,0.75,3,2,0.6666666666666666,0.9292976,0.6402676000000157
TRIM4,0.75,3,2,0.6666666666666666,0.9809018,0.6574550249714334
TRIM50,0.75,3,2,0.6666666666666666,0.9873355,0.6589542001169777
TRIM59,0.75,3,2,0.6666666666666666,0.9765231,0.8162925433333333
TRMT44,0.75,3,2,0.6666666666666666,0.9186001,0.6185118922333334
TRPV3,0.75,3,2,0.6666666666666666,0.97790456,0.7203261266666666
TSBP1,0.75,3,2,0.6666666666666666,0.975583,0.6767144866666667
TSC2,0.75,3,2,0.6666666666666666,0.8731693,0.6056744122857683
TSPAN14,0.75,3,2,0.6666666666666666,0.99147934,0.6609880349718333
TSPAN16,0.75,3,2,0.6666666666666666,0.816042,0.7932790666666666
TTBK2,0.75,3,2,0.6666666666666666,0.9330842,0.8202477766666667
TTC31,0.75,3,2,0.6666666666666666,0.97278804,0.6540458589018643
TTC39A,0.75,3,2,0.6666666666666666,0.9590251,0.644057137828372
TTC8,0.75,3,2,0.6666666666666666,0.87765867,0.7352826633333333
TTI1,0.75,3,2,0.6666666666666666,0.89121985,0.8168642933333334
TTK,0.75,3,2,0.6666666666666666,0.83430094,0.77174417
TTYH1,0.75,3,2,0.6666666666666666,0.97279763,0.6547547969191908
TTYH2,0.75,3,2,0.6666666666666666,0.9906792,0.7128109
TUBA3D,0.75,3,2,0.6666666666666666,0.8744225,0.6196944521833333
TULP2,0.75,3,2,0.6666666666666666,0.9573322,0.7578260133333333
TXK,0.75,3,2,0.6666666666666666,0.9406625,0.7154565233333333
TXLNA,0.75,3,2,0.6666666666666666,0.8942249,0.6643544233333333
TXNDC16,0.75,3,2,0.6666666666666666,0.99144053,0.6611575726
UBA3,0.75,3,2,0.6666666666666666,0.89486885,0.6218323987833333
UBE2Q2,0.75,3,2,0.6666666666666666,0.94071555,0.6443114110333333
UBIAD1,0.75,3,2,0.6666666666666666,0.97470516,0.6595239195
UGT1A10,0.75,3,2,0.6666666666666666,0.9334021,0.7954317866666667
ULBP1,0.75,3,2,0.6666666666666666,0.96939015,0.8522134066666668
UNC93A,0.75,3,2,0.6666666666666666,0.91708434,0.6354809832893333
USP38,0.75,3,2,0.6666666666666666,0.99033797,0.83674999
UST,0.75,3,2,0.6666666666666666,0.9730112,0.6503492616700667
UVSSA,0.75,3,2,0.6666666666666666,0.8611072,0.6859509366666666
VCAM1,0.75,3,2,0.6666666666666666,0.9859491,0.7475115
VGLL1,0.75,3,2,0.6666666666666666,0.9840963,0.7289554066666666
VILL,0.75,3,2,0.6666666666666666,0.9815839,0.8135978333333332
VPS11,0.75,3,2,0.6666666666666666,0.8045505,0.8195369666666666
VRK2,0.75,3,2,0.6666666666666666,0.93144834,0.6256383413333334
VRK3,0.75,3,2,0.6666666666666666,0.9626132,0.6731798266666665
VSIG8,0.75,3,2,0.6666666666666666,0.9321739,0.7388421366666668
VSTM2A,0.75,3,2,0.6666666666666666,0.976919,0.6521936866667443
VTCN1,0.75,3,2,0.6666666666666666,0.9911957,0.6619653848
WDFY2,0.75,3,2,0.6666666666666666,0.9806255,0.6781020733333333
WDR38,0.75,3,2,0.6666666666666666,0.9912607,0.8584309
WDR41,0.75,3,2,0.6666666666666666,0.9913101,0.7121786533333333
WDR45,0.75,3,2,0.6666666666666666,0.9875623,0.6596192533333358
WDR47,0.75,3,2,0.6666666666666666,0.9384544,0.8758222833333335
WDR5,0.75,3,2,0.6666666666666666,0.99088085,0.6607413899719999
WDR59,0.75,3,2,0.6666666666666666,0.9567879,0.6535336865
WDR62,0.75,3,2,0.6666666666666666,0.9882386,0.6819450686666667
WDR64,0.75,3,2,0.6666666666666666,0.98355526,0.6583477993079384
WDR7,0.75,3,2,0.6666666666666666,0.99145037,0.7059175166666667
WDR70,0.75,3,2,0.6666666666666666,0.9850941,0.7245538966666666
WDSUB1,0.75,3,2,0.6666666666666666,0.9605089,0.6594380703333333
WFDC3,0.75,3,2,0.6666666666666666,0.8422683,0.6084984363333333
WFS1,0.75,3,2,0.6666666666666666,0.9468377,0.6441336431
WIPF3,0.75,3,2,0.6666666666666666,0.9675657,0.8503466333333334
WNT8A,0.75,3,2,0.6666666666666666,0.79358697,0.5721251803133334
XCR1,0.75,3,2,0.6666666666666666,0.98391706,0.658473891901
XK,0.75,3,2,0.6666666666666666,0.9739699,0.90054695
XPA,0.75,3,2,0.6666666666666666,0.99140465,0.6609649973335333
XRCC5,0.75,3,2,0.6666666666666666,0.95422626,0.6477203580666666
YBX2,0.75,3,2,0.6666666666666666,0.9879166,0.7267235133333334
ZBED2,0.75,3,2,0.6666666666666666,0.981011,0.8509032799999999
ZBTB24,0.75,3,2,0.6666666666666666,0.9685333,0.68124336
ZC3H12A,0.75,3,2,0.6666666666666666,0.95690376,0.649442338816
ZFP37,0.75,3,2,0.6666666666666666,0.99138415,0.66094090984272
ZFP90,0.75,3,2,0.6666666666666666,0.9913946,0.7216513933333334
ZIC1,0.75,3,2,0.6666666666666666,0.9877511,0.6602780895666667
ZIC2,0.75,3,2,0.6666666666666666,0.9795945,0.6557105668222011
ZMYM4,0.75,3,2,0.6666666666666666,0.99077296,0.8354165533333333
ZNF101,0.75,3,2,0.6666666666666666,0.9774631,0.6857523666666667
ZNF12,0.75,3,2,0.6666666666666666,0.9900653,0.7071604166666666
ZNF124,0.75,3,2,0.6666666666666666,0.93327904,0.68152142
ZNF174,0.75,3,2,0.6666666666666666,0.81313396,0.6051194176666667
ZNF19,0.75,3,2,0.6666666666666666,0.9913606,0.6662525356666666
ZNF227,0.75,3,2,0.6666666666666666,0.9906961,0.6752683300000001
ZNF251,0.75,3,2,0.6666666666666666,0.86359257,0.6861214766666667
ZNF362,0.75,3,2,0.6666666666666666,0.8389519,0.8334312833333334
ZNF385B,0.75,3,2,0.6666666666666666,0.87062943,0.6557531466666667
ZNF385D,0.75,3,2,0.6666666666666666,0.9226815,0.6342152387666666
ZNF414,0.75,3,2,0.6666666666666666,0.9637365,0.6507561382055667
ZNF471,0.75,3,2,0.6666666666666666,0.99126434,0.687136025
ZNF526,0.75,3,2,0.6666666666666666,0.9829487,0.89169672
ZNF546,0.75,3,2,0.6666666666666666,0.9659204,0.6524507007561615
ZNF567,0.75,3,2,0.6666666666666666,0.9789259,0.65690776456
ZNF570,0.75,3,2,0.6666666666666666,0.9912479,0.7429539099999999
ZNF654,0.75,3,2,0.6666666666666666,0.97416115,0.7748496766666667
ZNF683,0.75,3,2,0.6666666666666666,0.976533,0.8069004866666667
ZNF691,0.75,3,2,0.6666666666666666,0.9828917,0.6586107206666667
ZNF692,0.75,3,2,0.6666666666666666,0.9701349,0.8577407333333333
ZNF709,0.75,3,2,0.6666666666666666,0.99121207,0.90786497
ZNF765,0.75,3,2,0.6666666666666666,0.9912258,0.661652172
ZNF79,0.75,3,2,0.6666666666666666,0.97920024,0.78610252
ZNF799,0.75,3,2,0.6666666666666666,0.9912457,0.8751361133333333
ZNF833P,0.75,3,2,0.6666666666666666,0.94778156,0.6356001455
ZSCAN18,0.75,3,2,0.6666666666666666,0.99136907,0.6609159644070001
ZSWIM3,0.75,3,2,0.6666666666666666,0.9623913,0.67635435
A2ML1,0.75,4,2,0.5,0.64022576,0.574802824
AADACL3,0.75,4,2,0.5,0.472933198183,0.4843127585579375
ABCC6,0.75,4,2,0.5,0.79303005,0.64441321475
ABI3,0.75,4,2,0.5,0.714121935,0.6049398156948524
ACOT4,0.75,4,2,0.5,0.82891512,0.6591036179828736
ACOX3,0.75,4,2,0.5,0.497574244,0.4966248146568364
ACTL7A,0.75,4,2,0.5,0.4801598575621,0.4879008103854
ACTN2,0.75,4,2,0.5,0.7362467699999999,0.61424405672747
ACTR5,0.75,4,2,0.5,0.44808516661,0.471845160642775
ADAD1,0.75,4,2,0.5,0.79022355,0.641027031925
ADAM10,0.75,4,2,0.5,0.68032753,0.587393352275
ADAM32,0.75,4,2,0.5,0.44262813397,0.4690332451984
ADAM8,0.75,4,2,0.5,0.493015160587218,0.49432952513711603
ADAMTS1,0.75,4,2,0.5,0.594087005,0.58313344
ADCY3,0.75,4,2,0.5,0.42404800935,0.4595480069407234
ADCY6,0.75,4,2,0.5,0.4892831547,0.4882334374816987
ADGRE3,0.75,4,2,0.5,0.733929815,0.6131668669
ADGRF3,0.75,4,2,0.5,0.7750165,0.617405269593
ADH1B,0.75,4,2,0.5,0.7568594200000001,0.6454194525
ADH6,0.75,4,2,0.5,0.71493775,0.645962015
ADRA1B,0.75,4,2,0.5,0.70444785,0.6416138375
AGT,0.75,4,2,0.5,0.7563823000000001,0.6973922475
AHRR,0.75,4,2,0.5,0.80558723,0.74053413
AJUBA,0.75,4,2,0.5,0.47024855018491857,0.4826304175939512
AKAP8,0.75,4,2,0.5,0.6626778799999999,0.5908099685
AKR1C4,0.75,4,2,0.5,0.73375872,0.6122266036
AKTIP,0.75,4,2,0.5,0.81294117,0.66747493425
ALDOA,0.75,4,2,0.5,0.77047423,0.6212558402387431
AMIGO3,0.75,4,2,0.5,0.82944925,0.66265145675
ANAPC2,0.75,4,2,0.5,0.62939315,0.562673301925
ANGPTL5,0.75,4,2,0.5,0.67519562,0.6086857674999999
ANKMY1,0.75,4,2,0.5,0.7535672200000001,0.62428157897875
ANO1,0.75,4,2,0.5,0.8032639500000001,0.7460912325
ANP32D,0.75,4,2,0.5,0.73883043,0.6430666525
AP2B1,0.75,4,2,0.5,0.8298828149999999,0.8106744725
ARHGAP11A,0.75,4,2,0.5,0.38333122436,0.4372832879626
ARHGEF10L,0.75,4,2,0.5,0.507460565,0.49975383109724997
ARHGEF25,0.75,4,2,0.5,0.6040692950000001,0.5956555425
ARHGEF9,0.75,4,2,0.5,0.786353055,0.7799016775
ARID2,0.75,4,2,0.5,0.67525242,0.5870908585
ARMCX5-GPRASP2,0.75,4,2,0.5,0.425452650585,0.44621750029287816
ARNTL2,0.75,4,2,0.5,0.7200362250000001,0.6302018525
ASAP1,0.75,4,2,0.5,0.6985236850000001,0.60202329175
ATAD2B,0.75,4,2,0.5,0.82665015,0.662121528325
ATG4D,0.75,4,2,0.5,0.80931452,0.742120385
ATP13A1,0.75,4,2,0.5,0.569276785,0.53274688345
ATP2B1,0.75,4,2,0.5,0.803081245,0.65884029825
ATP2C2,0.75,4,2,0.5,0.53270155,0.52074639325
ATP6V0A2,0.75,4,2,0.5,0.684470535,0.5803301974999999
ATP6V1A,0.75,4,2,0.5,0.4429380665,0.4716674715
AUTS2,0.75,4,2,0.5,0.4900877225,0.488540264825
AXIN1,0.75,4,2,0.5,0.63022931,0.5501566411500001
BACE2,0.75,4,2,0.5,0.6911042000000001,0.593397113277575
BASP1,0.75,4,2,0.5,0.785215185,0.6396518770174999
BEND2,0.75,4,2,0.5,0.468907917,0.48230758351331593
BEND3,0.75,4,2,0.5,0.6001430249999999,0.534787548
BEST1,0.75,4,2,0.5,0.599635625,0.59086483
BLNK,0.75,4,2,0.5,0.46665740965,0.4795897660150738
BNIP1,0.75,4,2,0.5,0.4947071780645,0.49518197602277503
BPIFB6,0.75,4,2,0.5,0.45961655725,0.47764395726908676
BRAP,0.75,4,2,0.5,0.7133469,0.6997684475
BRINP2,0.75,4,2,0.5,0.5231349925,0.52833244125
BRPF1,0.75,4,2,0.5,0.5245186,0.5004022883762
BTBD7,0.75,4,2,0.5,0.43506634144906,0.46534287094668303
C2CD3,0.75,4,2,0.5,0.6908114000000001,0.597091194
C3orf20,0.75,4,2,0.5,0.571974035,0.566948555
C8orf34,0.75,4,2,0.5,0.47898823,0.47158012209426753
C9,0.75,4,2,0.5,0.5576473550000001,0.52669808698933
C9orf64,0.75,4,2,0.5,0.6897120999999999,0.583704899175
CA12,0.75,4,2,0.5,0.55768341,0.5371076625
CABP4,0.75,4,2,0.5,0.5830565799999999,0.5393998482187274
CABYR,0.75,4,2,0.5,0.780804415,0.638222852959375
CACHD1,0.75,4,2,0.5,0.681266665,0.66290801
CACNA2D4,0.75,4,2,0.5,0.3976761313,0.4466985422838643
CALB2,0.75,4,2,0.5,0.8060604,0.656098755
CAMK1D,0.75,4,2,0.5,0.503628615,0.4996452575001958
CAMSAP1,0.75,4,2,0.5,0.5508773,0.5233108652855
CCDC142,0.75,4,2,0.5,0.8653334699999999,0.8072750925
CCDC149,0.75,4,2,0.5,0.647129105,0.66968067
CCDC22,0.75,4,2,0.5,0.58459007,0.5319864278202154
CCDC80,0.75,4,2,0.5,0.75311,0.7169604925
CD44,0.75,4,2,0.5,0.704999935,0.6634441425
CDH10,0.75,4,2,0.5,0.84925642,0.844552285
CDK8,0.75,4,2,0.5,0.82845375,0.66126549964375
CEACAM7,0.75,4,2,0.5,0.804895675,0.6947858375
CEL,0.75,4,2,0.5,0.48140222467885,0.48251536292342123
CEP72,0.75,4,2,0.5,0.49047474852,0.49307345009301995
CEP83,0.75,4,2,0.5,0.6546997649999999,0.5756268354
CEP97,0.75,4,2,0.5,0.8432153,0.6695681109325
CES3,0.75,4,2,0.5,0.4427211500044824,0.4690672425022535
CES4A,0.75,4,2,0.5,0.6685572,0.6448808175
CHIA,0.75,4,2,0.5,0.641115385,0.562373392502628
CHMP4C,0.75,4,2,0.5,0.4792273692292,0.4840313521172282
CHRNA2,0.75,4,2,0.5,0.541724455,0.518704843700778
CHRNA4,0.75,4,2,0.5,0.62245363,0.55909544441
CHRNA6,0.75,4,2,0.5,0.52212456,0.509186285225
CHRNG,0.75,4,2,0.5,0.68045939,0.586958852425
CHST2,0.75,4,2,0.5,0.4955367007409175,0.49558150037861687
CHST5,0.75,4,2,0.5,0.5892327549999999,0.54243977667175
CLCN4,0.75,4,2,0.5,0.732013435,0.727056835
CLDN18,0.75,4,2,0.5,0.7959791,0.64783073825
CLIP4,0.75,4,2,0.5,0.663316905,0.5853021935
CLRN2,0.75,4,2,0.5,0.44954081819,0.468046283910575
CLSTN3,0.75,4,2,0.5,0.54217042,0.5164875031425
CNBD2,0.75,4,2,0.5,0.76241685,0.6290629505074864
CNGA1,0.75,4,2,0.5,0.8555899499999999,0.7047077775
CNGA3,0.75,4,2,0.5,0.6620682099999999,0.575519952876
CNKSR3,0.75,4,2,0.5,0.76141557,0.7827827425
CNTROB,0.75,4,2,0.5,0.589889675,0.54780990575
COL20A1,0.75,4,2,0.5,0.4747902855911575,0.4765517214662175
COL9A3,0.75,4,2,0.5,0.490109480685,0.4929032909120906
COP1,0.75,4,2,0.5,0.564762755,0.548798485
CSNK2A1,0.75,4,2,0.5,0.72423209,0.6254014725
CSTF2,0.75,4,2,0.5,0.70878097,0.6022439110274919
CSTF2T,0.75,4,2,0.5,0.689814335,0.5927358676780293
CTCF,0.75,4,2,0.5,0.7974292949999999,0.64681942425
CTHRC1,0.75,4,2,0.5,0.524676205,0.56349893
CTIF,0.75,4,2,0.5,0.6473207249999999,0.63518717
CUL7,0.75,4,2,0.5,0.764689355,0.625271042075
CYP19A1,0.75,4,2,0.5,0.544846695,0.515241163
CYP2E1,0.75,4,2,0.5,0.66643157,0.58131275175
CYP2F1,0.75,4,2,0.5,0.46062222140000003,0.46898524984325
CYP3A43,0.75,4,2,0.5,0.8134557,0.656254464825
CYP4F2,0.75,4,2,0.5,0.81890245,0.7697049
CYYR1,0.75,4,2,0.5,0.68441379,0.629821465
DACH1,0.75,4,2,0.5,0.78277815,0.68452041
DCAF11,0.75,4,2,0.5,0.581978925,0.5281459724272
DCAF4L1,0.75,4,2,0.5,0.5708626649999999,0.5764033775
DCLK2,0.75,4,2,0.5,0.7820362999999999,0.6387838101568468
DDX59,0.75,4,2,0.5,0.55156147,0.55993531
DEFB114,0.75,4,2,0.5,0.82470247,0.655693097520111
DHX34,0.75,4,2,0.5,0.409914983425,0.45089584013
DHX37,0.75,4,2,0.5,0.5399977650000001,0.51189218625
DLAT,0.75,4,2,0.5,0.4847108,0.5038924875
DMPK,0.75,4,2,0.5,0.79880667,0.7911474350000001
DNA2,0.75,4,2,0.5,0.48636243575000004,0.49100801865549326
DNHD1,0.75,4,2,0.5,0.793518275,0.6445970883475
DOK5,0.75,4,2,0.5,0.7859157,0.68609607
DPEP1,0.75,4,2,0.5,0.48306015732948254,0.486015965991404
DPYSL2,0.75,4,2,0.5,0.535108445,0.52146486175
DUS3L,0.75,4,2,0.5,0.7182771299999999,0.5940135988131
E2F8,0.75,4,2,0.5,0.768340475,0.629658546925
EEA1,0.75,4,2,0.5,0.6960937700000001,0.7274290425000001
EFCAB13,0.75,4,2,0.5,0.623341065,0.62140995
EFCAB5,0.75,4,2,0.5,0.57281055,0.535703694
EFHC2,0.75,4,2,0.5,0.53246196,0.5140971550000494
EHBP1,0.75,4,2,0.5,0.6154137199999999,0.5555554385282
ELAVL3,0.75,4,2,0.5,0.776026545,0.6357989857999999
ELF4,0.75,4,2,0.5,0.4905907392085,0.4926326304533375
EMILIN1,0.75,4,2,0.5,0.587906715,0.5417649619105332
ENPP5,0.75,4,2,0.5,0.80241148,0.6467865689359
EPS8L3,0.75,4,2,0.5,0.55483193,0.5211163171500144
ERN1,0.75,4,2,0.5,0.8288771500000001,0.82817835
ESYT2,0.75,4,2,0.5,0.5679593000000001,0.56635534
ETFBKMT,0.75,4,2,0.5,0.4936209445,0.4942800301875
EXOC2,0.75,4,2,0.5,0.65103373,0.5733880779505001
EXOC7,0.75,4,2,0.5,0.538396275,0.50441085525
EXOSC9,0.75,4,2,0.5,0.7536736500000001,0.663045295
EYA3,0.75,4,2,0.5,0.554681325,0.5265944575
F2R,0.75,4,2,0.5,0.48758548896184,0.48787647314791305
FAIM2,0.75,4,2,0.5,0.66503707,0.58514249625
FAM153CP,0.75,4,2,0.5,0.6853746000000001,0.60254959
FAM214A,0.75,4,2,0.5,0.768950425,0.6711213625
FAM214B,0.75,4,2,0.5,0.60332136,0.57072692
FAM83A,0.75,4,2,0.5,0.6462661000000001,0.5630246000876727
FATE1,0.75,4,2,0.5,0.471028243,0.484793090125
FBXW5,0.75,4,2,0.5,0.43866375676499997,0.467204643404025
FCGR3A,0.75,4,2,0.5,0.41099865080221765,0.4528845504020935
FDPS,0.75,4,2,0.5,0.74099477,0.741314035
FLI1,0.75,4,2,0.5,0.671353425,0.583546776210275
FLOT1,0.75,4,2,0.5,0.56825557,0.5687058475
FNBP4,0.75,4,2,0.5,0.5541324400000001,0.5605384025
FOXG1,0.75,4,2,0.5,0.8252542300000001,0.738689605
FOXK2,0.75,4,2,0.5,0.786149,0.6359528251402568
FOXO3,0.75,4,2,0.5,0.6911645200000001,0.6013576425
FPR3,0.75,4,2,0.5,0.681502925,0.592239976875
FUCA1,0.75,4,2,0.5,0.49605253722,0.495896214538
FZD3,0.75,4,2,0.5,0.60344061,0.599027255
FZD6,0.75,4,2,0.5,0.4965902785,0.4960900519843666
GAB4,0.75,4,2,0.5,0.74040035,0.6180696766283793
GALK2,0.75,4,2,0.5,0.82654033,0.70391647
GALNT5,0.75,4,2,0.5,0.63573907,0.5673704955
GBGT1,0.75,4,2,0.5,0.494797294024,0.49522817234333055
GBP4,0.75,4,2,0.5,0.756362675,0.7835372375
GCKR,0.75,4,2,0.5,0.48927460063365,0.49191337913266747
GFI1,0.75,4,2,0.5,0.523202077,0.506402069325365
GGT1,0.75,4,2,0.5,0.585491985,0.5402638776035681
GIPC2,0.75,4,2,0.5,0.786333415,0.6858506600000001
GIT2,0.75,4,2,0.5,0.79660994,0.7600526525
GLRB,0.75,4,2,0.5,0.7356434199999999,0.715250905
GNPAT,0.75,4,2,0.5,0.67663564,0.5861471091141333
GOSR2,0.75,4,2,0.5,0.4933508403943905,0.494540828444869
GPR158,0.75,4,2,0.5,0.688601725,0.7038298125
GPR20,0.75,4,2,0.5,0.4937619979,0.49410749895467987
GPR87,0.75,4,2,0.5,0.4978037638,0.49677221666750004
GPX5,0.75,4,2,0.5,0.798928495,0.77814163
GRAMD1A,0.75,4,2,0.5,0.77712413,0.748872285
GRAMD4,0.75,4,2,0.5,0.514770048,0.5052233865003894
GRIN1,0.75,4,2,0.5,0.4329566466595,0.4499327898389265
GSTA4,0.75,4,2,0.5,0.8303125,0.744920095
GTF2IRD2,0.75,4,2,0.5,0.59931377,0.5474521755
GTPBP6,0.75,4,2,0.5,0.733750465,0.60937116667003
GUCY1A1,0.75,4,2,0.5,0.521877662,0.5087380810009
H2AC1,0.75,4,2,0.5,0.7214664,0.5979090510282212
HCAR1,0.75,4,2,0.5,0.7504331,0.6233315119249999
HDAC8,0.75,4,2,0.5,0.83771442,0.66632740269587
HK3,0.75,4,2,0.5,0.53848468,0.5280502607500001
HMGCS2,0.75,4,2,0.5,0.52030036,0.50229249337
HNRNPDL,0.75,4,2,0.5,0.6407159099999999,0.5637832861867315
HNRNPM,0.75,4,2,0.5,0.4901173986,0.490681573225
HTR3B,0.75,4,2,0.5,0.69392463,0.71293275
IDH2,0.75,4,2,0.5,0.4719482614385425,0.47708630744271924
IFNG,0.75,4,2,0.5,0.6931155950000001,0.588157498322573
IKBKB,0.75,4,2,0.5,0.5095525215000001,0.5107212775000001
IL10RA,0.75,4,2,0.5,0.4190811769,0.45212732945427503
IL12B,0.75,4,2,0.5,0.68490943,0.58518243684175
IL13RA2,0.75,4,2,0.5,0.4926182093220935,0.4941727298511238
IL18R1,0.75,4,2,0.5,0.775535585,0.6340289963406
IL1RL2,0.75,4,2,0.5,0.761019815,0.6299546385
IL23R,0.75,4,2,0.5,0.7318251,0.646147815
