Hugo_Symbol,threshold,n_variants,n_predicted_artifact,artifact_fraction,median_rep_error_probability,mean_rep_error_probability
LONRF3,0.75,5,2,0.4,0.000987,0.379334
LOXL3,0.75,5,2,0.4,0.056579,0.402807
LY9,0.75,5,2,0.4,0.361349,0.485105
MAB21L3,0.75,5,2,0.4,0.695847,0.582326
MAN2A2,0.75,5,2,0.4,0.485283,0.6457
MAP1S,0.75,5,2,0.4,0.0,0.367061
MAP4K3,0.75,5,2,0.4,0.370993,0.515395
MCF2,0.75,5,2,0.4,0.001035,0.377703
MEGF10,0.75,5,2,0.4,0.724238,0.5608
MERTK,0.75,5,2,0.4,0.644513,0.595129
MFRP,0.75,5,2,0.4,0.623516,0.594681
MINAR1,0.75,5,2,0.4,0.592126,0.546011
MORC4,0.75,5,2,0.4,0.301225,0.460651
MOV10,0.75,5,2,0.4,0.542422,0.529398
MOXD1,0.75,5,2,0.4,0.178474,0.395053
MRGPRE,0.75,5,2,0.4,0.0,0.360272
MUC6,0.75,5,2,0.4,0.574607,0.573797
MYLIP,0.75,5,2,0.4,0.405764,0.468285
MYO1H,0.75,5,2,0.4,0.621691,0.536593
MYPN,0.75,5,2,0.4,0.688192,0.570735
NAA25,0.75,5,2,0.4,0.562055,0.532583
NCOR2,0.75,5,2,0.4,0.239856,0.441443
NEK1,0.75,5,2,0.4,0.007994,0.392717
NHLRC2,0.75,5,2,0.4,0.666192,0.530891
NLRP14,0.75,5,2,0.4,0.187526,0.478
NMT2,0.75,5,2,0.4,0.404589,0.4352
NPC1,0.75,5,2,0.4,0.395744,0.55029
NRCAM,0.75,5,2,0.4,0.537829,0.509627
NRDE2,0.75,5,2,0.4,0.01283,0.372182
NSUN2,0.75,5,2,0.4,0.372778,0.532454
NT5C1B,0.75,5,2,0.4,1e-06,0.36099
NUP160,0.75,5,2,0.4,0.521247,0.530319
OR10AG1,0.75,5,2,0.4,0.340654,0.473995
OR1J1,0.75,5,2,0.4,0.507327,0.482036
OR51M1,0.75,5,2,0.4,0.749601,0.671099
OR52E4,0.75,5,2,0.4,0.669886,0.646696
OR6K2,0.75,5,2,0.4,0.540544,0.513787
OR8K1,0.75,5,2,0.4,0.72782,0.593586
OTOP1,0.75,5,2,0.4,0.001904,0.391969
PADI3,0.75,5,2,0.4,0.155156,0.416153
PDE8B,0.75,5,2,0.4,0.471223,0.551681
PDP1,0.75,5,2,0.4,0.693963,0.534993
PERP,0.75,5,2,0.4,0.747434,0.518894
PHF20L1,0.75,5,2,0.4,0.53836,0.58818
PHLPP2,0.75,5,2,0.4,0.675738,0.582449
PHYHIP,0.75,5,2,0.4,0.670387,0.530464
PIR,0.75,5,2,0.4,0.656188,0.559329
PLA2G4D,0.75,5,2,0.4,0.592359,0.497682
PLBD2,0.75,5,2,0.4,0.62453,0.57237
PLEKHG5,0.75,5,2,0.4,0.636605,0.547666
PLS1,0.75,5,2,0.4,0.619025,0.673593
PPP2R5B,0.75,5,2,0.4,0.672396,0.585676
PPP4R3A,0.75,5,2,0.4,0.589084,0.505367
PRKCA,0.75,5,2,0.4,0.023567,0.368851
PRPF4,0.75,5,2,0.4,0.17007,0.430435
PTER,0.75,5,2,0.4,0.051054,0.366767
PUS7,0.75,5,2,0.4,0.24767,0.470384
RASAL2,0.75,5,2,0.4,0.530322,0.535206
RBBP8,0.75,5,2,0.4,0.745092,0.675099
RFPL2,0.75,5,2,0.4,0.216587,0.439764
RGL4,0.75,5,2,0.4,0.045656,0.390653
RPS6KA3,0.75,5,2,0.4,0.329605,0.523064
RRP1B,0.75,5,2,0.4,0.530356,0.561083
RSPH6A,0.75,5,2,0.4,0.651617,0.491539
RUBCN,0.75,5,2,0.4,0.662651,0.522358
SALL3,0.75,5,2,0.4,1e-06,0.373231
SAMD4B,0.75,5,2,0.4,0.734298,0.648711
SCAPER,0.75,5,2,0.4,0.312275,0.494663
SCNN1A,0.75,5,2,0.4,0.477594,0.607834
SCUBE1,0.75,5,2,0.4,0.706894,0.636439
SCYL1,0.75,5,2,0.4,0.499817,0.546654
SEC24A,0.75,5,2,0.4,0.24982,0.465076
SELE,0.75,5,2,0.4,0.620153,0.631299
SENP1,0.75,5,2,0.4,0.202794,0.43283
SENP5,0.75,5,2,0.4,0.625803,0.640238
SERPINB7,0.75,5,2,0.4,0.579156,0.574417
SETD1A,0.75,5,2,0.4,0.264874,0.438893
SGSM1,0.75,5,2,0.4,0.197961,0.412612
SH2D4A,0.75,5,2,0.4,0.626572,0.5738
SIN3A,0.75,5,2,0.4,0.008001,0.344598
SLC12A6,0.75,5,2,0.4,0.744369,0.599111
SLC26A9,0.75,5,2,0.4,0.38542,0.496398
SLC45A4,0.75,5,2,0.4,0.295257,0.452425
SLC46A3,0.75,5,2,0.4,0.186601,0.428673
SLF2,0.75,5,2,0.4,0.000609,0.39671
SNX1,0.75,5,2,0.4,0.696218,0.70538
SNX14,0.75,5,2,0.4,0.517783,0.511967
SNX8,0.75,5,2,0.4,0.171065,0.419377
SPATA8,0.75,5,2,0.4,0.518556,0.631171
SPECC1L,0.75,5,2,0.4,0.470007,0.482581
SPNS3,0.75,5,2,0.4,0.449129,0.593733
SRSF5,0.75,5,2,0.4,0.004709,0.392606
STAT2,0.75,5,2,0.4,0.240516,0.491684
STPG1,0.75,5,2,0.4,0.734093,0.655034
SUSD1,0.75,5,2,0.4,0.282642,0.486137
SUSD5,0.75,5,2,0.4,0.6325,0.635295
TAB2,0.75,5,2,0.4,0.73005,0.528027
TADA3,0.75,5,2,0.4,0.091508,0.378777
TAF4B,0.75,5,2,0.4,0.55776,0.523196
TBC1D19,0.75,5,2,0.4,0.165859,0.427718
TBC1D8B,0.75,5,2,0.4,0.230819,0.435414
TBX19,0.75,5,2,0.4,0.298941,0.498723
TDP2,0.75,5,2,0.4,0.638811,0.553748
TELO2,0.75,5,2,0.4,0.531382,0.567098
THADA,0.75,5,2,0.4,0.417429,0.440954
THNSL1,0.75,5,2,0.4,0.0,0.396437
THRA,0.75,5,2,0.4,0.539995,0.590714
TIGD2,0.75,5,2,0.4,0.61334,0.513333
TNFSF10,0.75,5,2,0.4,0.383513,0.476654
TNFSF9,0.75,5,2,0.4,0.02967,0.370786
TRABD2A,0.75,5,2,0.4,0.580798,0.563034
TRAPPC12,0.75,5,2,0.4,0.616799,0.488748
TRERF1,0.75,5,2,0.4,0.350996,0.495346
TRIM2,0.75,5,2,0.4,0.252579,0.434413
TRIM29,0.75,5,2,0.4,0.507827,0.609974
TRIM62,0.75,5,2,0.4,0.597391,0.486627
TRIM7,0.75,5,2,0.4,0.416122,0.479046
TSHR,0.75,5,2,0.4,0.360596,0.46455
TUT4,0.75,5,2,0.4,0.590775,0.523395
UBXN11,0.75,5,2,0.4,0.607799,0.51864
UGGT2,0.75,5,2,0.4,0.493115,0.493886
UGT1A1,0.75,5,2,0.4,0.480163,0.489665
VPS8,0.75,5,2,0.4,0.133177,0.378999
WASHC5,0.75,5,2,0.4,0.0,0.370135
ZAP70,0.75,5,2,0.4,0.002992,0.391582
ZBTB20,0.75,5,2,0.4,0.483434,0.478895
ZC3H4,0.75,5,2,0.4,0.461267,0.533487
ZDHHC18,0.75,5,2,0.4,0.67198,0.528702
ZFP28,0.75,5,2,0.4,0.259487,0.447581
ZIM3,0.75,5,2,0.4,0.088895,0.413279
ZNF142,0.75,5,2,0.4,0.211136,0.440199
ZNF248,0.75,5,2,0.4,0.104995,0.422646
ZNF263,0.75,5,2,0.4,0.5219,0.547912
ZNF317,0.75,5,2,0.4,0.483074,0.640149
ZNF48,0.75,5,2,0.4,0.487363,0.490179
ZNF528,0.75,5,2,0.4,0.725243,0.6838
ZNF586,0.75,5,2,0.4,0.633411,0.699452
ZNF71,0.75,5,2,0.4,0.001135,0.391865
ZNF713,0.75,5,2,0.4,0.696275,0.558982
ABCC3,0.75,6,2,0.333333,0.500957,0.552622
ACAP2,0.75,6,2,0.333333,0.374343,0.454539
ADGRF4,0.75,6,2,0.333333,0.690141,0.611758
ADGRL4,0.75,6,2,0.333333,0.375733,0.445351
AMDHD1,0.75,6,2,0.333333,0.142131,0.376701
AMFR,0.75,6,2,0.333333,0.460668,0.527064
ARAP3,0.75,6,2,0.333333,0.243898,0.397836
ARHGAP9,0.75,6,2,0.333333,0.463963,0.481564
ATP11C,0.75,6,2,0.333333,0.285601,0.419834
BAZ1B,0.75,6,2,0.333333,0.102666,0.362906
BRD1,0.75,6,2,0.333333,0.448398,0.479895
C2orf78,0.75,6,2,0.333333,0.003384,0.315971
CAPN3,0.75,6,2,0.333333,0.029839,0.340139
CBY2,0.75,6,2,0.333333,0.263225,0.393607
CCR9,0.75,6,2,0.333333,0.295291,0.393767
CD19,0.75,6,2,0.333333,0.161568,0.3685
CD248,0.75,6,2,0.333333,0.048916,0.322805
CDH8,0.75,6,2,0.333333,0.255498,0.373849
CDKN2A,0.75,6,2,0.333333,0.16932,0.386886
CECR2,0.75,6,2,0.333333,0.008612,0.320172
CFAP221,0.75,6,2,0.333333,0.597267,0.484714
CLASP2,0.75,6,2,0.333333,0.156438,0.383973
CRLF2,0.75,6,2,0.333333,0.362558,0.402625
CSPG4,0.75,6,2,0.333333,0.059465,0.343964
DCN,0.75,6,2,0.333333,0.240631,0.430171
DCX,0.75,6,2,0.333333,0.47527,0.574841
DENND6A,0.75,6,2,0.333333,0.373814,0.453678
DSG1,0.75,6,2,0.333333,0.517199,0.586053
DYRK2,0.75,6,2,0.333333,0.639913,0.646479
EGFL6,0.75,6,2,0.333333,0.021305,0.331555
ELL2,0.75,6,2,0.333333,0.572991,0.545354
FAM90A1,0.75,6,2,0.333333,0.168155,0.362914
FAM91A1,0.75,6,2,0.333333,0.32522,0.4385
FILIP1L,0.75,6,2,0.333333,0.141599,0.340436
FPR2,0.75,6,2,0.333333,0.59528,0.657404
FST,0.75,6,2,0.333333,0.486419,0.503529
FUT1,0.75,6,2,0.333333,0.163627,0.383998
GALNT2,0.75,6,2,0.333333,0.69282,0.684805
GBF1,0.75,6,2,0.333333,0.440481,0.461277
GPR4,0.75,6,2,0.333333,0.645425,0.626574
GRIP2,0.75,6,2,0.333333,0.300341,0.406116
HAL,0.75,6,2,0.333333,0.580173,0.534491
HCRTR2,0.75,6,2,0.333333,0.68503,0.656877
HIP1,0.75,6,2,0.333333,0.630787,0.602117
HTR7,0.75,6,2,0.333333,0.243612,0.411282
IGSF11,0.75,6,2,0.333333,0.347782,0.390981
INTS2,0.75,6,2,0.333333,0.045897,0.335316
ISLR2,0.75,6,2,0.333333,0.3311,0.422948
ITGA3,0.75,6,2,0.333333,0.28835,0.412821
ITIH4,0.75,6,2,0.333333,0.372683,0.454666
KCNQ2,0.75,6,2,0.333333,0.301381,0.426941
KDM6A,0.75,6,2,0.333333,2e-06,0.325078
KRT19,0.75,6,2,0.333333,0.556227,0.503555
KRT38,0.75,6,2,0.333333,0.188193,0.38635
KRTAP10-8,0.75,6,2,0.333333,0.426896,0.476228
L1TD1,0.75,6,2,0.333333,0.323619,0.435297
LAMC3,0.75,6,2,0.333333,0.470549,0.499493
LEKR1,0.75,6,2,0.333333,0.179974,0.359882
LMOD2,0.75,6,2,0.333333,0.27737,0.421687
MAP3K12,0.75,6,2,0.333333,0.148098,0.373019
MAP3K15,0.75,6,2,0.333333,0.006284,0.315478
MAP3K3,0.75,6,2,0.333333,0.545932,0.543168
MAP3K7,0.75,6,2,0.333333,0.701603,0.617092
MAST3,0.75,6,2,0.333333,0.61634,0.564897
MMP13,0.75,6,2,0.333333,0.520585,0.622862
MRGPRX3,0.75,6,2,0.333333,0.391206,0.489523
NAALAD2,0.75,6,2,0.333333,0.414799,0.470254
NBEAL2,0.75,6,2,0.333333,0.000376,0.311677
NCAPD3,0.75,6,2,0.333333,0.636193,0.561329
NFATC4,0.75,6,2,0.333333,0.291241,0.415519
NOS3,0.75,6,2,0.333333,0.219904,0.396487
ODF2L,0.75,6,2,0.333333,0.236826,0.378783
OGG1,0.75,6,2,0.333333,0.334365,0.42131
OPHN1,0.75,6,2,0.333333,0.249311,0.425329
OR51G1,0.75,6,2,0.333333,0.437381,0.442268
OR8I2,0.75,6,2,0.333333,0.608929,0.588639
P2RY8,0.75,6,2,0.333333,0.464769,0.535987
PARP1,0.75,6,2,0.333333,0.437214,0.471232
PCDHGA4,0.75,6,2,0.333333,0.312203,0.459269
PCM1,0.75,6,2,0.333333,0.268591,0.409185
PGBD1,0.75,6,2,0.333333,0.49146,0.568941
PHKA1,0.75,6,2,0.333333,0.000257,0.326461
PITPNM3,0.75,6,2,0.333333,0.366403,0.42647
PLEKHH2,0.75,6,2,0.333333,0.000614,0.329993
PLXNB1,0.75,6,2,0.333333,0.091313,0.358139
PRICKLE3,0.75,6,2,0.333333,0.165051,0.379446
PRKAG3,0.75,6,2,0.333333,0.00579,0.329459
PWWP3B,0.75,6,2,0.333333,0.003423,0.31412
ROR2,0.75,6,2,0.333333,0.403471,0.464969
RTKN2,0.75,6,2,0.333333,0.002713,0.313701
SBF1,0.75,6,2,0.333333,0.09325,0.358832
SDS,0.75,6,2,0.333333,0.501252,0.546905
SLC11A1,0.75,6,2,0.333333,0.360449,0.426304
SLC16A5,0.75,6,2,0.333333,0.63386,0.63589
SLC6A17,0.75,6,2,0.333333,0.329995,0.43294
SMAD1,0.75,6,2,0.333333,0.284533,0.425289
SMYD3,0.75,6,2,0.333333,0.221822,0.398573
SNX13,0.75,6,2,0.333333,0.511737,0.500275
SOX9,0.75,6,2,0.333333,0.407921,0.444064
SPAG4,0.75,6,2,0.333333,0.204945,0.40953
SYTL2,0.75,6,2,0.333333,0.379699,0.542817
TANC2,0.75,6,2,0.333333,0.532853,0.557868
TAT,0.75,6,2,0.333333,0.326272,0.458414
TCF7L2,0.75,6,2,0.333333,0.349976,0.417693
TGM5,0.75,6,2,0.333333,0.660517,0.54281
UNC5C,0.75,6,2,0.333333,0.570685,0.578363
USP20,0.75,6,2,0.333333,0.144355,0.368236
USP32,0.75,6,2,0.333333,0.285361,0.440732
VWA3A,0.75,6,2,0.333333,0.206484,0.383121
WDR13,0.75,6,2,0.333333,0.303359,0.425829
WDR90,0.75,6,2,0.333333,0.54469,0.490267
YLPM1,0.75,6,2,0.333333,0.001439,0.325891
ZMAT4,0.75,6,2,0.333333,0.212992,0.400397
ZNF626,0.75,6,2,0.333333,0.155184,0.358697
ZSCAN1,0.75,6,2,0.333333,0.518345,0.574206
ZSCAN5A,0.75,6,2,0.333333,0.514269,0.52721
ABCA2,0.75,7,2,0.285714,0.067791,0.375798
ADAMTSL3,0.75,7,2,0.285714,0.395176,0.494806
BCAM,0.75,7,2,0.285714,0.000765,0.341398
CHRM3,0.75,7,2,0.285714,0.077475,0.362797
CPSF1,0.75,7,2,0.285714,8.5e-05,0.333555
CUL2,0.75,7,2,0.285714,0.25239,0.40787
CYP2A13,0.75,7,2,0.285714,0.269789,0.436846
EGR2,0.75,7,2,0.285714,0.33516,0.355689
EMC1,0.75,7,2,0.285714,0.367545,0.447356
EMSY,0.75,7,2,0.285714,0.197677,0.408301
FOXR2,0.75,7,2,0.285714,0.0,0.27035
GZMB,0.75,7,2,0.285714,0.000184,0.29104
ILF3,0.75,7,2,0.285714,0.541738,0.509937
JPH1,0.75,7,2,0.285714,0.001777,0.350783
KCNG1,0.75,7,2,0.285714,6e-05,0.301279
KIAA1614,0.75,7,2,0.285714,0.380465,0.404308
KIF5C,0.75,7,2,0.285714,2e-06,0.368886
KLF17,0.75,7,2,0.285714,0.5281,0.515139
LAMA4,0.75,7,2,0.285714,0.216641,0.392638
MCM3,0.75,7,2,0.285714,0.617489,0.53535
MORC2,0.75,7,2,0.285714,0.0,0.368837
MTCL1,0.75,7,2,0.285714,0.078895,0.350904
MYO9B,0.75,7,2,0.285714,0.329753,0.402272
NAV1,0.75,7,2,0.285714,0.479275,0.512303
NAV3,0.75,7,2,0.285714,0.292594,0.407901
NCAM1,0.75,7,2,0.285714,0.332828,0.369701
NEBL,0.75,7,2,0.285714,0.1549,0.405322
NMUR2,0.75,7,2,0.285714,0.19794,0.398211
NRXN2,0.75,7,2,0.285714,0.4435,0.47439
NUP210,0.75,7,2,0.285714,0.002281,0.308867
OR4D5,0.75,7,2,0.285714,0.475999,0.521683
OR5I1,0.75,7,2,0.285714,0.421397,0.403917
P2RY4,0.75,7,2,0.285714,0.000262,0.28507
PAK5,0.75,7,2,0.285714,0.585746,0.453454
PLCB2,0.75,7,2,0.285714,0.211777,0.347555
PRDM10,0.75,7,2,0.285714,0.539015,0.475345
PRSS36,0.75,7,2,0.285714,1.6e-05,0.283132
PYGM,0.75,7,2,0.285714,0.333219,0.460774
RPL32,0.75,7,2,0.285714,0.634859,0.476375
SASH1,0.75,7,2,0.285714,0.016751,0.368896
SGSM2,0.75,7,2,0.285714,0.020337,0.329759
SLC35G3,0.75,7,2,0.285714,0.300791,0.43285
SLC6A14,0.75,7,2,0.285714,0.0,0.33888
SLC6A19,0.75,7,2,0.285714,0.653725,0.650056
SP1,0.75,7,2,0.285714,0.648936,0.625859
TET3,0.75,7,2,0.285714,2e-06,0.272349
TMC1,0.75,7,2,0.285714,0.544977,0.442156
TMC2,0.75,7,2,0.285714,0.037895,0.343827
TMEM132E,0.75,7,2,0.285714,0.064841,0.330816
TRAK1,0.75,7,2,0.285714,0.24833,0.350591
UNC13A,0.75,7,2,0.285714,0.000989,0.312788
USP15,0.75,7,2,0.285714,0.313314,0.427507
VWCE,0.75,7,2,0.285714,0.0,0.27185
WDR44,0.75,7,2,0.285714,0.000275,0.288398
AGRN,0.75,8,2,0.25,0.154019,0.369219
AL353804.7,0.75,8,2,0.25,0.664857,0.527926
ASTN2,0.75,8,2,0.25,0.039539,0.302481
BBS9,0.75,8,2,0.25,0.437768,0.458357
CAPN1,0.75,8,2,0.25,0.510832,0.499621
DLGAP2,0.75,8,2,0.25,0.0,0.226707
EIF4G1,0.75,8,2,0.25,0.176039,0.321562
F9,0.75,8,2,0.25,0.0,0.213583
FNDC3B,0.75,8,2,0.25,0.344567,0.397278
HERC1,0.75,8,2,0.25,0.178418,0.351725
KDM6B,0.75,8,2,0.25,0.149715,0.348801
MAGEB4,0.75,8,2,0.25,0.185954,0.304931
NELL1,0.75,8,2,0.25,0.262534,0.387996
NIN,0.75,8,2,0.25,0.342714,0.41977
NTRK3,0.75,8,2,0.25,0.454412,0.455252
PDCD11,0.75,8,2,0.25,0.004484,0.26912
PHLPP1,0.75,8,2,0.25,0.620535,0.553101
PLA2G4A,0.75,8,2,0.25,0.551132,0.535011
PNPLA7,0.75,8,2,0.25,0.0,0.232169
RASGRF1,0.75,8,2,0.25,0.593948,0.520658
SI,0.75,8,2,0.25,0.559904,0.582879
SLC39A12,0.75,8,2,0.25,1e-06,0.306901
SORCS1,0.75,8,2,0.25,7e-06,0.25144
TBC1D1,0.75,8,2,0.25,0.344298,0.437107
TICRR,0.75,8,2,0.25,0.0,0.316334
TNKS2,0.75,8,2,0.25,0.468964,0.460157
TNXB,0.75,8,2,0.25,0.092707,0.354486
UBR5,0.75,8,2,0.25,0.446374,0.487258
ZNF516,0.75,8,2,0.25,0.261768,0.385905
ATM,0.75,9,2,0.222222,0.271069,0.415319
CACNA1G,0.75,9,2,0.222222,0.000179,0.296067
CCSER1,0.75,9,2,0.222222,0.046301,0.329241
CCT8L2,0.75,9,2,0.222222,0.309928,0.405268
CELSR2,0.75,9,2,0.222222,0.208713,0.360518
CPZ,0.75,9,2,0.222222,0.507632,0.440339
FNDC1,0.75,9,2,0.222222,0.390322,0.374578
GAA,0.75,9,2,0.222222,0.351318,0.400031
GMIP,0.75,9,2,0.222222,0.00013,0.220627
HIRA,0.75,9,2,0.222222,0.49207,0.432485
INSRR,0.75,9,2,0.222222,0.116672,0.274297
KIT,0.75,9,2,0.222222,0.536664,0.490386
MAPKBP1,0.75,9,2,0.222222,0.438733,0.524285
PCSK5,0.75,9,2,0.222222,0.082127,0.363593
SORCS2,0.75,9,2,0.222222,1e-06,0.267813
SORL1,0.75,9,2,0.222222,0.292568,0.426474
SPTBN4,0.75,9,2,0.222222,1e-06,0.292123
CHRNB4,0.75,10,2,0.2,0.035412,0.278277
DISP3,0.75,10,2,0.2,4.4e-05,0.284347
THSD4,0.75,10,2,0.2,0.296131,0.378833
TSPEAR,0.75,10,2,0.2,0.347933,0.386906
ALPG,0.75,11,2,0.181818,0.012586,0.228729
CFAP74,0.75,12,2,0.166667,0.211613,0.278287
AAMDC,0.75,1,1,1.0,0.817423,0.817423
AAR2,0.75,1,1,1.0,0.988648,0.988648
ABCB9,0.75,1,1,1.0,0.96312,0.96312
ABCD4,0.75,1,1,1.0,0.988323,0.988323
ABHD1,0.75,1,1,1.0,0.977938,0.977938
ABHD15,0.75,1,1,1.0,0.896729,0.896729
ABHD2,0.75,1,1,1.0,0.964998,0.964998
ABHD3,0.75,1,1,1.0,0.817982,0.817982
ABLIM1,0.75,1,1,1.0,0.861075,0.861075
AC004997.1,0.75,1,1,1.0,0.981065,0.981065
AC008764.4,0.75,1,1,1.0,0.990827,0.990827
AC025165.3,0.75,1,1,1.0,0.991409,0.991409
AC093246.1,0.75,1,1,1.0,0.981071,0.981071
AC131160.1,0.75,1,1,1.0,0.991091,0.991091
AC139530.2,0.75,1,1,1.0,0.980103,0.980103
AC244258.1,0.75,1,1,1.0,0.986018,0.986018
AC245748.1,0.75,1,1,1.0,0.991202,0.991202
AC245884.12,0.75,1,1,1.0,0.981403,0.981403
ACAA2,0.75,1,1,1.0,0.957761,0.957761
ACAD8,0.75,1,1,1.0,0.936811,0.936811
ACBD4,0.75,1,1,1.0,0.923823,0.923823
ACER3,0.75,1,1,1.0,0.991309,0.991309
ACKR3,0.75,1,1,1.0,0.975666,0.975666
ACOT6,0.75,1,1,1.0,0.991414,0.991414
ACP2,0.75,1,1,1.0,0.907891,0.907891
ACRBP,0.75,1,1,1.0,0.981604,0.981604
ACSS2,0.75,1,1,1.0,0.991324,0.991324
ACTC1,0.75,1,1,1.0,0.933214,0.933214
ACTG1,0.75,1,1,1.0,0.902891,0.902891
ACTL10,0.75,1,1,1.0,0.948891,0.948891
ACVR2B,0.75,1,1,1.0,0.989038,0.989038
ADAM11,0.75,1,1,1.0,0.990967,0.990967
ADAM18,0.75,1,1,1.0,0.991264,0.991264
ADAM19,0.75,1,1,1.0,0.946239,0.946239
ADAM33,0.75,1,1,1.0,0.868258,0.868258
ADAMTSL4,0.75,1,1,1.0,0.99131,0.99131
ADAT2,0.75,1,1,1.0,0.991494,0.991494
ADGRE5,0.75,1,1,1.0,0.903904,0.903904
ADGRF1,0.75,1,1,1.0,0.973862,0.973862
ADGRF2,0.75,1,1,1.0,0.991105,0.991105
ADH4,0.75,1,1,1.0,0.969954,0.969954
ADI1,0.75,1,1,1.0,0.986696,0.986696
ADPRH,0.75,1,1,1.0,0.980637,0.980637
ADPRHL1,0.75,1,1,1.0,0.969464,0.969464
ADRM1,0.75,1,1,1.0,0.75368,0.75368
ADSS2,0.75,1,1,1.0,0.932086,0.932086
AFTPH,0.75,1,1,1.0,0.927336,0.927336
AGA,0.75,1,1,1.0,0.991114,0.991114
AGAP2,0.75,1,1,1.0,0.798862,0.798862
AGBL2,0.75,1,1,1.0,0.985572,0.985572
AGK,0.75,1,1,1.0,0.99129,0.99129
AGTRAP,0.75,1,1,1.0,0.991037,0.991037
AIF1,0.75,1,1,1.0,0.869499,0.869499
AIFM3,0.75,1,1,1.0,0.987181,0.987181
AK6,0.75,1,1,1.0,0.990175,0.990175
AKAP14,0.75,1,1,1.0,0.911575,0.911575
AKAP5,0.75,1,1,1.0,0.981084,0.981084
AKIRIN2,0.75,1,1,1.0,0.991498,0.991498
AKR1C8P,0.75,1,1,1.0,0.991273,0.991273
AKR7A2,0.75,1,1,1.0,0.978301,0.978301
AL133467.6,0.75,1,1,1.0,0.868935,0.868935
AL163540.1,0.75,1,1,1.0,0.991228,0.991228
ALAD,0.75,1,1,1.0,0.971186,0.971186
ALDH16A1,0.75,1,1,1.0,0.974246,0.974246
ALDH3B1,0.75,1,1,1.0,0.952187,0.952187
ALG10,0.75,1,1,1.0,0.991515,0.991515
ALG11,0.75,1,1,1.0,0.965846,0.965846
ALG8,0.75,1,1,1.0,0.991449,0.991449
ALKBH1,0.75,1,1,1.0,0.991465,0.991465
ALKBH5,0.75,1,1,1.0,0.991283,0.991283
ALKBH6,0.75,1,1,1.0,0.890125,0.890125
ALKBH7,0.75,1,1,1.0,0.979984,0.979984
AMER1,0.75,1,1,1.0,0.988591,0.988591
AMIGO2,0.75,1,1,1.0,0.975701,0.975701
AMOTL1,0.75,1,1,1.0,0.98743,0.98743
AMT,0.75,1,1,1.0,0.991323,0.991323
AMY1B,0.75,1,1,1.0,0.969951,0.969951
AMZ2,0.75,1,1,1.0,0.99148,0.99148
ANAPC1,0.75,1,1,1.0,0.9912,0.9912
ANGEL1,0.75,1,1,1.0,0.975128,0.975128
ANGPTL3,0.75,1,1,1.0,0.991281,0.991281
ANGPTL7,0.75,1,1,1.0,0.973569,0.973569
ANKLE2,0.75,1,1,1.0,0.979317,0.979317
ANKRD13A,0.75,1,1,1.0,0.991442,0.991442
ANKRD13C,0.75,1,1,1.0,0.811697,0.811697
ANKRD13D,0.75,1,1,1.0,0.810652,0.810652
ANKRD20A2P,0.75,1,1,1.0,0.952065,0.952065
ANKRD44,0.75,1,1,1.0,0.991441,0.991441
ANKRD54,0.75,1,1,1.0,0.991428,0.991428
ANXA4,0.75,1,1,1.0,0.969634,0.969634
ANXA5,0.75,1,1,1.0,0.991462,0.991462
ANXA8,0.75,1,1,1.0,0.990805,0.990805
AOAH,0.75,1,1,1.0,0.991367,0.991367
AP000721.1,0.75,1,1,1.0,0.989589,0.989589
AP001267.5,0.75,1,1,1.0,0.982405,0.982405
AP001425.1,0.75,1,1,1.0,0.990599,0.990599
AP003393.1,0.75,1,1,1.0,0.812061,0.812061
AP3M1,0.75,1,1,1.0,0.984813,0.984813
AP3S1,0.75,1,1,1.0,0.991325,0.991325
AP4S1,0.75,1,1,1.0,0.984861,0.984861
AP5M1,0.75,1,1,1.0,0.965293,0.965293
APOBEC1,0.75,1,1,1.0,0.991351,0.991351
APOL2,0.75,1,1,1.0,0.991353,0.991353
APOOL,0.75,1,1,1.0,0.962735,0.962735
APTX,0.75,1,1,1.0,0.99021,0.99021
AQP11,0.75,1,1,1.0,0.991408,0.991408
AQP12A,0.75,1,1,1.0,0.945538,0.945538
AQP5,0.75,1,1,1.0,0.922057,0.922057
ARFGAP3,0.75,1,1,1.0,0.991336,0.991336
ARGFX,0.75,1,1,1.0,0.990019,0.990019
ARHGAP1,0.75,1,1,1.0,0.991515,0.991515
ARHGAP12,0.75,1,1,1.0,0.987177,0.987177
ARHGAP15,0.75,1,1,1.0,0.974503,0.974503
ARHGAP22,0.75,1,1,1.0,0.940384,0.940384
ARHGAP24,0.75,1,1,1.0,0.991428,0.991428
ARHGAP42,0.75,1,1,1.0,0.962715,0.962715
ARHGEF38,0.75,1,1,1.0,0.991434,0.991434
ARID5A,0.75,1,1,1.0,0.991308,0.991308
ARL5B,0.75,1,1,1.0,0.991167,0.991167
ARL9,0.75,1,1,1.0,0.986022,0.986022
ARMCX5,0.75,1,1,1.0,0.83718,0.83718
ARNT,0.75,1,1,1.0,0.771024,0.771024
ARPC2,0.75,1,1,1.0,0.950326,0.950326
ARPC5L,0.75,1,1,1.0,0.991347,0.991347
ARR3,0.75,1,1,1.0,0.991363,0.991363
ARRB2,0.75,1,1,1.0,0.99128,0.99128
ARRDC1,0.75,1,1,1.0,0.991345,0.991345
ASAH1,0.75,1,1,1.0,0.991266,0.991266
ASAH2B,0.75,1,1,1.0,0.99136,0.99136
ASB8,0.75,1,1,1.0,0.921517,0.921517
